0	37.618317	127.059043
1	37.618273	127.058813
2	37.618142	127.058711
3	37.617893	127.058521
4	37.617576	127.058963
5	37.617765	127.059176
6	37.617841	127.059253
7	37.618294	127.059317
8	37.616778	127.060831
9	37.618189	127.059608
10	37.618361	127.05916
11	37.618727	127.059748
12	37.618852	127.059752
13	37.619076	127.060204
14	37.618024	127.060039
15	37.618061	127.059935
16	37.617812	127.059723
17	37.617473	127.060197
18	37.617354	127.060119
19	37.618369	127.060434
20	37.618742	127.060947
21	37.618891	127.060736
22	37.618532	127.060242
23	37.618539	127.060144
24	37.618434	127.059985
25	37.618625	127.059731
26	37.616614	127.060588
27	37.617471	127.060982
28	37.617547	127.061079
29	37.618038	127.060507
30	37.618376	127.060912
31	37.618785	127.061458
32	37.618553	127.061892
33	37.618391	127.061947
34	37.61832	127.061681
35	37.618455	127.061512
36	37.618184	127.061152
37	37.617989	127.061296
38	37.617812	127.06141
39	37.617568	127.061695
40	37.617159	127.061274
41	37.617585	127.062025
42	37.617436	127.062018
43	37.617171	127.061733
44	37.616819	127.062102
45	37.616636	127.061941
46	37.616686	127.061858
47	37.616982	127.061447
48	37.61725	127.061267
49	37.617319	127.06136
50	37.617369	127.061096
51	37.616985	127.060615
52	37.616665	127.06104
53	37.61659	127.060156
54	37.616233	127.060755
55	37.616453	127.060784
56	37.616444	127.061592
57	37.616253	127.06165
58	37.616477	127.062155
59	37.616955	127.060357
60	37.61656387	127.059787
61	37.61679237	127.059319
62	37.616856	127.05938
63	37.616988	127.059347
64	37.617249	127.058829
65	37.617257	127.058631
66	37.617091	127.059505
67	37.61818332	127.057568
68	37.618131	127.061092
69	37.617998	127.060929
70	37.617702	127.061274
71	37.616346	127.060413
72	37.61646	127.060116
73	37.61698	127.061016
74	37.616795	127.061217
75	37.617265	127.060756
76	37.617401	127.060571
77	37.618085	127.060106
78	37.618218	127.059928
79	37.616523	127.060877
80	37.61812	127.057497
81	37.617705	127.058139
82	37.617636	127.058221
83	37.617346	127.058402
84	37.617009	127.058815
85	37.616478	127.059713
86	37.616536	127.059871
87	37.619828	127.058403
88	37.620897	127.059119
89	37.62069	127.059642
90	37.62077	127.060192
91	37.620657	127.06022
92	37.621244	127.060598
93	37.621321	127.061021
94	37.620754	127.061235
95	37.620691	127.061033
96	37.620587	127.060472
97	37.62058	127.061057
98	37.620913	127.060995
99	37.620307	127.06142
100	37.619733	127.061486
101	37.620225	127.061142
102	37.620043	127.060755
103	37.619835	127.060655
104	37.619797	127.060391
105	37.61947	127.060622
106	37.619429	127.061093
107	37.618994	127.061285
108	37.61893	127.06099
109	37.620011	127.059660
110	37.620202	127.059823
111	37.619855	127.058921
112	37.619616	127.059285
113	37.619389	127.059435
114	37.619617	127.058993
115	37.619276	127.058300
116	37.618990	127.058636
117	37.619733	127.058646
118	37.619213	127.058062
119	37.620847	127.059559
